idx,start_wall_s,model_start_wall_s,end_wall_s,ros_stamp_s,reason_tokens,generated_token_slots,traj_start_token_rows,traj_start_token_all_rows,cfg_nav,prompt_kv_seq_len,prompt_kv_tensors,prompt_kv_bytes,prompt_kv_mib,unguided_prompt_kv_seq_len,unguided_prompt_kv_tensors,unguided_prompt_kv_bytes,unguided_prompt_kv_mib,total_kv_bytes,total_kv_mib,model_parameter_bytes,model_parameter_mib,cuda_memory_allocated_start_bytes,cuda_memory_reserved_start_bytes,cuda_memory_allocated_end_bytes,cuda_memory_reserved_end_bytes,cuda_memory_peak_allocated_bytes,cuda_memory_peak_reserved_bytes,cuda_memory_peak_allocated_delta_bytes,cuda_memory_peak_reserved_delta_bytes
103,1786913714.147628,1786913714.152481,1786913716.583865,1545236146.901737,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
104,1786913718.147606,1786913718.152350,1786913725.852398,1545236148.921597,0,64,0,0,0,891,72,131383296,125.296875,,,0,,131383296,125.296875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
105,1786913726.147474,1786913726.152398,1786913728.364344,1545236152.881558,12,15,1,1,0,842,72,124157952,118.406250,,,0,,124157952,118.406250,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
106,1786913730.147511,1786913730.152864,1786913732.243191,1545236154.901681,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
107,1786913734.147599,1786913734.152575,1786913736.219631,1545236156.901679,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
108,1786913738.147522,1786913738.152465,1786913740.593060,1545236158.921581,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
109,1786913742.147807,1786913742.152950,1786913744.816656,1545236160.881557,16,19,1,1,0,846,72,124747776,118.968750,,,0,,124747776,118.968750,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
110,1786913746.147808,1786913746.152732,1786913748.573726,1545236162.921539,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
111,1786913750.147774,1786913750.152665,1786913752.478099,1545236164.881593,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
112,1786913754.147564,1786913754.152426,1786913756.474471,1545236166.881532,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
113,1786913758.147449,1786913758.152343,1786913760.247775,1545236168.901428,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
114,1786913762.147682,1786913762.152596,1786913763.686611,1545236170.901482,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
115,1786913764.147598,1786913764.152232,1786913766.581333,1545236171.921480,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
116,1786913768.147876,1786913768.152842,1786913770.026812,1545236173.901414,9,12,1,1,0,839,72,123715584,117.984375,,,0,,123715584,117.984375,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
117,1786913770.147747,1786913770.152461,1786913772.361616,1545236174.921466,12,15,1,1,0,842,72,124157952,118.406250,,,0,,124157952,118.406250,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
118,1786913774.147462,1786913774.152266,1786913776.474143,1545236176.901428,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
119,1786913778.147771,1786913778.152977,1786913781.140243,1545236178.921368,19,22,1,1,0,849,72,125190144,119.390625,,,0,,125190144,119.390625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
120,1786913782.147617,1786913782.152710,1786913784.585533,1545236180.881390,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
121,1786913786.147536,1786913786.152398,1786913788.244393,1545236182.921308,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
122,1786913790.147484,1786913790.152306,1786913792.684423,1545236184.901301,15,18,1,1,0,845,72,124600320,118.828125,,,0,,124600320,118.828125,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
123,1786913794.147495,1786913794.152919,1786913796.462134,1545236186.921347,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
124,1786913798.147778,1786913798.152878,1786913800.241200,1545236188.881263,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
125,1786913802.147613,1786913802.152511,1786913804.244859,1545236190.901274,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
126,1786913806.147552,1786913806.152322,1786913808.141167,1545236192.921302,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
127,1786913808.147624,1786913808.152086,1786913810.474977,1545236193.901239,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
128,1786913812.147629,1786913812.152502,1786913814.468934,1545236195.901215,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
129,1786913816.147932,1786913816.153040,1786913818.488658,1545236197.921189,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
130,1786913820.147640,1786913820.152894,1786913822.462972,1545236199.921199,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
131,1786913824.147595,1786913824.152602,1786913826.465233,1545236201.901193,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
132,1786913828.147559,1786913828.152675,1786913830.461836,1545236203.901169,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
133,1786913832.147548,1786913832.152544,1786913833.917690,1545236205.921130,8,11,1,1,0,838,72,123568128,117.843750,,,0,,123568128,117.843750,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
134,1786913834.147671,1786913834.152574,1786913836.475654,1545236206.901187,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
135,1786913838.147498,1786913838.152493,1786913840.463228,1545236208.701174,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
136,1786913842.147850,1786913842.153310,1786913844.450644,1545236208.701174,13,16,1,1,0,843,72,124305408,118.546875,,,0,,124305408,118.546875,22157053040,21130.612411,22184885248,22739419136,22202598912,22739419136,22466132992,22739419136,281247744,0
