idx,start_wall_s,model_start_wall_s,end_wall_s,ros_stamp_s,reason_tokens,generated_token_slots,traj_start_token_rows,traj_start_token_all_rows,cfg_nav,prompt_kv_seq_len,prompt_kv_tensors,prompt_kv_bytes,prompt_kv_mib,unguided_prompt_kv_seq_len,unguided_prompt_kv_tensors,unguided_prompt_kv_bytes,unguided_prompt_kv_mib,total_kv_bytes,total_kv_mib,model_parameter_bytes,model_parameter_mib,cuda_memory_allocated_start_bytes,cuda_memory_reserved_start_bytes,cuda_memory_allocated_end_bytes,cuda_memory_reserved_end_bytes,cuda_memory_peak_allocated_bytes,cuda_memory_peak_reserved_bytes,cuda_memory_peak_allocated_delta_bytes,cuda_memory_peak_reserved_delta_bytes
44,1788404911.971530,1788404912.000688,1788404913.216609,1552440205.862467,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
45,1788404913.971255,1788404914.001626,1788404915.228507,1552440206.062392,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
46,1788404915.971389,1788404916.000962,1788404917.219298,1552440206.262311,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
47,1788404917.971471,1788404918.001200,1788404919.519150,1552440206.462312,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
48,1788404919.972036,1788404920.004096,1788404921.291729,1552440206.662319,7,10,1,1,0,837,72,123420672,117.703125,,,0,,123420672,117.703125,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
49,1788404921.971523,1788404922.001741,1788404923.222183,1552440206.862362,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
50,1788404923.971547,1788404924.001401,1788404925.223667,1552440207.062422,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
51,1788404925.971612,1788404926.001536,1788404928.021572,1552440207.262465,17,20,1,1,0,847,72,124895232,119.109375,,,0,,124895232,119.109375,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
52,1788404928.971575,1788404928.998497,1788404930.214879,1552440207.562568,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
53,1788404930.971416,1788404931.001325,1788404932.216997,1552440207.762621,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
54,1788404932.971516,1788404933.002108,1788404934.223311,1552440207.962624,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
55,1788404934.971421,1788404935.001308,1788404936.223158,1552440208.162619,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
56,1788404936.971523,1788404937.001224,1788404938.208089,1552440208.362613,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
57,1788404938.971492,1788404939.001258,1788404940.447244,1552440208.562580,9,12,1,1,0,839,72,123715584,117.984375,,,0,,123715584,117.984375,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
58,1788404940.971494,1788404941.002323,1788404943.677193,1552440208.762593,26,29,1,1,0,856,72,126222336,120.375000,,,0,,126222336,120.375000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
59,1788404943.971508,1788404944.001504,1788404945.211720,1552440209.062579,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
60,1788404945.971519,1788404946.003187,1788404947.223053,1552440209.262542,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
61,1788404947.971479,1788404948.003067,1788404949.218984,1552440209.462589,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
62,1788404949.971604,1788404950.004364,1788404951.220500,1552440209.662565,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
63,1788404951.972027,1788404952.003964,1788404953.243596,1552440209.862538,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
64,1788404953.972085,1788404954.004850,1788404955.216488,1552440210.062516,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
65,1788404955.972160,1788404956.002619,1788404957.828212,1552440210.262529,14,17,1,1,0,844,72,124452864,118.687500,,,0,,124452864,118.687500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
66,1788404957.972174,1788404957.987331,1788404959.489130,1552440210.462502,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
67,1788404959.972131,1788404960.002710,1788404961.509881,1552440210.662502,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
68,1788404961.972096,1788404962.003302,1788404963.294951,1552440210.862539,7,10,1,1,0,837,72,123420672,117.703125,,,0,,123420672,117.703125,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
69,1788404963.971445,1788404964.001096,1788404968.346836,1552440211.062555,48,51,1,1,0,878,72,129466368,123.468750,,,0,,129466368,123.468750,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
70,1788404968.971303,1788404969.000758,1788404970.140520,1552440211.562545,5,8,1,1,0,835,72,123125760,117.421875,,,0,,123125760,117.421875,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
71,1788404970.972046,1788404971.002264,1788404972.292517,1552440211.762549,7,10,1,1,0,837,72,123420672,117.703125,,,0,,123420672,117.703125,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
72,1788404972.972131,1788404972.987808,1788404974.491298,1552440211.962557,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
73,1788404974.972057,1788404975.001118,1788404976.435537,1552440212.162565,9,12,1,1,0,839,72,123715584,117.984375,,,0,,123715584,117.984375,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
74,1788404976.971426,1788404977.001728,1788404978.587673,1552440212.362571,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
75,1788404978.971599,1788404979.001380,1788404980.366163,1552440212.562541,8,11,1,1,0,838,72,123568128,117.843750,,,0,,123568128,117.843750,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
76,1788404980.971893,1788404981.001521,1788404982.591138,1552440212.762544,11,14,1,1,0,841,72,124010496,118.265625,,,0,,124010496,118.265625,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
77,1788404982.971540,1788404983.002500,1788404984.544825,1552440212.962514,10,13,1,1,0,840,72,123863040,118.125000,,,0,,123863040,118.125000,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
78,1788404984.972263,1788404985.002739,1788404986.205840,1552440213.162514,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
79,1788404986.972006,1788404986.987914,1788404988.214993,1552440213.362519,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
80,1788404988.971663,1788404989.000848,1788404990.441519,1552440213.562524,9,12,1,1,0,839,72,123715584,117.984375,,,0,,123715584,117.984375,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
81,1788404990.971543,1788404991.001428,1788404992.204077,1552440213.762531,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
82,1788404992.972178,1788404993.001832,1788404994.270175,1552440213.962499,7,10,1,1,0,837,72,123420672,117.703125,,,0,,123420672,117.703125,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
83,1788404994.971519,1788404995.001384,1788404996.219591,1552440214.162524,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
84,1788404996.971439,1788404997.001865,1788404998.285627,1552440214.362535,7,10,1,1,0,837,72,123420672,117.703125,,,0,,123420672,117.703125,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
85,1788404998.972043,1788404999.003247,1788405000.221505,1552440214.562543,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
86,1788405000.972029,1788405001.001852,1788405002.218488,1552440214.762521,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
87,1788405002.972044,1788405003.002058,1788405004.221111,1552440214.962518,6,9,1,1,0,836,72,123273216,117.562500,,,0,,123273216,117.562500,22157053040,21130.612411,22185418752,22728933376,22203132416,22728933376,22466413568,22728933376,280994816,0
