run,idx,ros_stamp_s,camera_rows_matched,odom_minus_camera_stamp_mean_s,odom_minus_camera_stamp_min_s,odom_minus_camera_stamp_max_s,camera_staleness_mean_s,camera_staleness_max_s,selected_count_min,buffer_len_max,received_count_max
diffusion_matched/waymo_diff10,12,1552440202.862531,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,76
diffusion_matched/waymo_diff10,13,1552440203.262548,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,80
diffusion_matched/waymo_diff10,14,1552440203.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,84
diffusion_matched/waymo_diff10,15,1552440204.062537,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,88
diffusion_matched/waymo_diff10,16,1552440204.462506,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,92
diffusion_matched/waymo_diff10,17,1552440204.862543,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,96
diffusion_matched/waymo_diff10,18,1552440205.262596,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,100
diffusion_matched/waymo_diff10,19,1552440205.662536,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,104
diffusion_matched/waymo_diff10,20,1552440206.062392,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,108
diffusion_matched/waymo_diff10,21,1552440206.462312,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,112
diffusion_matched/waymo_diff10,22,1552440206.862362,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,116
diffusion_matched/waymo_diff10,23,1552440207.262465,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,120
diffusion_matched/waymo_diff10,24,1552440207.762621,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,125
diffusion_matched/waymo_diff10,25,1552440208.162619,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,129
diffusion_matched/waymo_diff10,26,1552440208.562580,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,133
diffusion_matched/waymo_diff10,27,1552440208.962571,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,137
diffusion_matched/waymo_diff10,28,1552440209.462589,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,142
diffusion_matched/waymo_diff10,29,1552440209.862538,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,146
diffusion_matched/waymo_diff10,30,1552440210.262529,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,150
diffusion_matched/waymo_diff10,31,1552440210.662502,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,154
diffusion_matched/waymo_diff10,32,1552440211.062555,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,158
diffusion_matched/waymo_diff10,33,1552440211.462561,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,162
diffusion_matched/waymo_diff10,34,1552440211.862570,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,166
diffusion_matched/waymo_diff10,35,1552440212.262587,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,170
diffusion_matched/waymo_diff10,36,1552440212.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,174
diffusion_matched/waymo_diff10,37,1552440213.062490,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,178
diffusion_matched/waymo_diff10,38,1552440213.462541,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,182
diffusion_matched/waymo_diff10,39,1552440213.862516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,186
diffusion_matched/waymo_diff10,40,1552440214.262547,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,190
diffusion_matched/waymo_diff10,41,1552440214.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,194
diffusion_matched/waymo_diff10,42,1552440215.062536,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,198
diffusion_matched/waymo_diff2,0,1552440196.862068,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,16
diffusion_matched/waymo_diff2,1,1552440197.261778,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,20
diffusion_matched/waymo_diff2,2,1552440197.661538,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,24
diffusion_matched/waymo_diff2,3,1552440198.061558,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,28
diffusion_matched/waymo_diff2,4,1552440198.461682,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,32
diffusion_matched/waymo_diff2,5,1552440198.861960,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,36
diffusion_matched/waymo_diff2,6,1552440199.262213,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,40
diffusion_matched/waymo_diff2,7,1552440199.662372,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,44
diffusion_matched/waymo_diff2,8,1552440200.062459,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,48
diffusion_matched/waymo_diff2,9,1552440200.562515,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,53
diffusion_matched/waymo_diff2,10,1552440201.062589,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,58
diffusion_matched/waymo_diff2,11,1552440201.462555,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,62
diffusion_matched/waymo_diff2,12,1552440201.862530,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,66
diffusion_matched/waymo_diff2,13,1552440202.262511,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,70
diffusion_matched/waymo_diff2,14,1552440202.662482,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,74
diffusion_matched/waymo_diff2,15,1552440203.062567,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,78
diffusion_matched/waymo_diff2,16,1552440203.462559,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,82
diffusion_matched/waymo_diff2,17,1552440203.862528,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,86
diffusion_matched/waymo_diff2,18,1552440204.262537,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,90
diffusion_matched/waymo_diff2,19,1552440204.662544,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,94
diffusion_matched/waymo_diff2,20,1552440205.062588,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,98
diffusion_matched/waymo_diff2,21,1552440205.462567,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,102
diffusion_matched/waymo_diff2,22,1552440205.862467,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,106
diffusion_matched/waymo_diff2,23,1552440206.262311,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,110
diffusion_matched/waymo_diff2,24,1552440206.662319,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,114
diffusion_matched/waymo_diff2,25,1552440207.062422,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,118
diffusion_matched/waymo_diff2,26,1552440207.462549,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,122
diffusion_matched/waymo_diff2,27,1552440207.862641,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,126
diffusion_matched/waymo_diff2,28,1552440208.362613,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,131
diffusion_matched/waymo_diff2,29,1552440208.762593,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,135
diffusion_matched/waymo_diff2,30,1552440209.262542,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,140
diffusion_matched/waymo_diff2,31,1552440209.662565,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,144
diffusion_matched/waymo_diff2,32,1552440210.062516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,148
diffusion_matched/waymo_diff2,33,1552440210.462502,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,152
diffusion_matched/waymo_diff2,34,1552440210.862539,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,156
diffusion_matched/waymo_diff2,35,1552440211.262562,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,160
diffusion_matched/waymo_diff2,36,1552440211.662525,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,164
diffusion_matched/waymo_diff2,37,1552440212.062583,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,168
diffusion_matched/waymo_diff2,38,1552440212.562541,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,173
diffusion_matched/waymo_diff2,39,1552440212.962514,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,177
diffusion_matched/waymo_diff2,40,1552440213.462541,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,182
diffusion_matched/waymo_diff2,41,1552440213.862516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,186
diffusion_matched/waymo_diff2,42,1552440214.262547,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,190
diffusion_matched/waymo_diff2,43,1552440214.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,194
diffusion_matched/waymo_diff2,44,1552440215.062536,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,198
diffusion_matched/waymo_diff5,0,1552440196.862068,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,16
diffusion_matched/waymo_diff5,1,1552440197.361693,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,21
diffusion_matched/waymo_diff5,2,1552440197.861510,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,26
diffusion_matched/waymo_diff5,3,1552440198.261568,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,30
diffusion_matched/waymo_diff5,4,1552440198.761861,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,35
diffusion_matched/waymo_diff5,5,1552440199.162145,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,39
diffusion_matched/waymo_diff5,6,1552440199.562359,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,43
diffusion_matched/waymo_diff5,7,1552440199.962467,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,47
diffusion_matched/waymo_diff5,8,1552440200.362506,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,51
diffusion_matched/waymo_diff5,9,1552440200.862590,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,56
diffusion_matched/waymo_diff5,10,1552440201.262585,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,60
diffusion_matched/waymo_diff5,11,1552440201.662519,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,64
diffusion_matched/waymo_diff5,12,1552440202.162491,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,69
diffusion_matched/waymo_diff5,13,1552440202.662482,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,74
diffusion_matched/waymo_diff5,14,1552440203.062567,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,78
diffusion_matched/waymo_diff5,15,1552440203.462559,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,82
diffusion_matched/waymo_diff5,16,1552440203.862528,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,86
diffusion_matched/waymo_diff5,17,1552440204.262537,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,90
diffusion_matched/waymo_diff5,18,1552440204.662544,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,94
diffusion_matched/waymo_diff5,19,1552440205.162607,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,99
diffusion_matched/waymo_diff5,20,1552440205.762516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,105
diffusion_matched/waymo_diff5,21,1552440206.162334,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,109
diffusion_matched/waymo_diff5,22,1552440206.462312,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,112
diffusion_matched/waymo_diff5,23,1552440206.762344,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,115
diffusion_matched/waymo_diff5,24,1552440207.162441,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,119
diffusion_matched/waymo_diff5,25,1552440207.562568,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,123
diffusion_matched/waymo_diff5,26,1552440207.962624,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,127
diffusion_matched/waymo_diff5,27,1552440208.362613,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,131
diffusion_matched/waymo_diff5,28,1552440208.862579,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,136
diffusion_matched/waymo_diff5,29,1552440209.262542,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,140
diffusion_matched/waymo_diff5,30,1552440209.662565,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,144
diffusion_matched/waymo_diff5,31,1552440210.062516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,148
diffusion_matched/waymo_diff5,32,1552440210.362521,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,151
diffusion_matched/waymo_diff5,33,1552440210.762518,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,155
diffusion_matched/waymo_diff5,34,1552440211.162579,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,159
diffusion_matched/waymo_diff5,35,1552440211.462561,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,162
diffusion_matched/waymo_diff5,36,1552440211.762549,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,165
diffusion_matched/waymo_diff5,37,1552440212.062583,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,168
diffusion_matched/waymo_diff5,38,1552440212.362571,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,171
diffusion_matched/waymo_diff5,39,1552440212.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,174
diffusion_matched/waymo_diff5,40,1552440213.062490,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,178
diffusion_matched/waymo_diff5,41,1552440213.362519,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,181
diffusion_matched/waymo_diff5,42,1552440213.762531,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,185
diffusion_matched/waymo_diff5,43,1552440214.162524,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,189
diffusion_matched/waymo_diff5,44,1552440214.562543,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,193
diffusion_matched/waymo_diff5,45,1552440214.962518,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,197
exp/diff10,0,1552440203.562534,0,,,,,,,,
exp/diff10,1,1552440204.562527,0,,,,,,,,
exp/diff10,2,1552440205.562555,0,,,,,,,,
exp/diff10,3,1552440206.562295,0,,,,,,,,
exp/diff10,4,1552440207.562568,0,,,,,,,,
exp/diff10,5,1552440208.562580,0,,,,,,,,
exp/diff10,6,1552440209.562575,0,,,,,,,,
exp/diff10,7,1552440210.562518,0,,,,,,,,
exp/diff10,8,1552440211.562545,0,,,,,,,,
exp/diff10,9,1552440212.562541,0,,,,,,,,
exp/diff10,10,1552440213.562524,0,,,,,,,,
exp/diff10,11,1552440214.562543,0,,,,,,,,
exp/diff2,0,1552440203.562534,0,,,,,,,,
exp/diff2,1,1552440204.562527,0,,,,,,,,
exp/diff2,2,1552440205.562555,0,,,,,,,,
exp/diff2,3,1552440206.562295,0,,,,,,,,
exp/diff2,4,1552440207.562568,0,,,,,,,,
exp/diff2,5,1552440208.562580,0,,,,,,,,
exp/diff2,6,1552440209.562575,0,,,,,,,,
exp/diff2,7,1552440210.562518,0,,,,,,,,
exp/diff2,8,1552440211.562545,0,,,,,,,,
exp/diff2,9,1552440212.562541,0,,,,,,,,
exp/diff2,10,1552440213.562524,0,,,,,,,,
exp/diff2,11,1552440214.562543,0,,,,,,,,
exp/diff5,0,1552440203.562534,0,,,,,,,,
exp/diff5,1,1552440204.562527,0,,,,,,,,
exp/diff5,2,1552440205.562555,0,,,,,,,,
exp/diff5,3,1552440206.562295,0,,,,,,,,
exp/diff5,4,1552440207.562568,0,,,,,,,,
exp/diff5,5,1552440208.562580,0,,,,,,,,
exp/diff5,6,1552440209.562575,0,,,,,,,,
exp/diff5,7,1552440210.562518,0,,,,,,,,
exp/diff5,8,1552440211.562545,0,,,,,,,,
exp/diff5,9,1552440212.562541,0,,,,,,,,
exp/diff5,10,1552440213.562524,0,,,,,,,,
exp/diff5,11,1552440214.562543,0,,,,,,,,
exp/tok16,0,1552440203.562534,0,,,,,,,,
exp/tok16,1,1552440204.562527,0,,,,,,,,
exp/tok16,2,1552440205.562555,0,,,,,,,,
exp/tok16,3,1552440206.562295,0,,,,,,,,
exp/tok16,4,1552440207.562568,0,,,,,,,,
exp/tok16,5,1552440208.562580,0,,,,,,,,
exp/tok16,6,1552440209.562575,0,,,,,,,,
exp/tok16,7,1552440210.562518,0,,,,,,,,
exp/tok16,8,1552440211.562545,0,,,,,,,,
exp/tok16,9,1552440212.562541,0,,,,,,,,
exp/tok16,10,1552440213.562524,0,,,,,,,,
exp/tok16,11,1552440214.562543,0,,,,,,,,
exp/tok32,0,1552440203.562534,0,,,,,,,,
exp/tok32,1,1552440204.562527,0,,,,,,,,
exp/tok32,2,1552440205.562555,0,,,,,,,,
exp/tok32,3,1552440206.562295,0,,,,,,,,
exp/tok32,4,1552440207.562568,0,,,,,,,,
exp/tok32,5,1552440208.562580,0,,,,,,,,
exp/tok32,6,1552440209.562575,0,,,,,,,,
exp/tok32,7,1552440210.562518,0,,,,,,,,
exp/tok32,8,1552440211.562545,0,,,,,,,,
exp/tok32,9,1552440212.562541,0,,,,,,,,
exp/tok32,10,1552440213.562524,0,,,,,,,,
exp/tok32,11,1552440214.562543,0,,,,,,,,
exp/tok64,0,1552440203.562534,0,,,,,,,,
exp/tok64,1,1552440204.562527,0,,,,,,,,
exp/tok64,2,1552440205.562555,0,,,,,,,,
exp/tok64,3,1552440206.562295,0,,,,,,,,
exp/tok64,4,1552440207.562568,0,,,,,,,,
exp/tok64,5,1552440208.562580,0,,,,,,,,
exp/tok64,6,1552440209.562575,0,,,,,,,,
exp/tok64,7,1552440210.562518,0,,,,,,,,
exp/tok64,8,1552440211.562545,0,,,,,,,,
exp/tok64,9,1552440212.562541,0,,,,,,,,
exp/tok64,10,1552440213.562524,0,,,,,,,,
exp/tok64,11,1552440214.562543,0,,,,,,,,
exp_clean/tok16,0,1552440203.562534,0,,,,,,,,
exp_clean/tok16,1,1552440204.562527,0,,,,,,,,
exp_clean/tok16,2,1552440205.562555,0,,,,,,,,
exp_clean/tok16,3,1552440206.562295,0,,,,,,,,
exp_clean/tok16,4,1552440207.562568,0,,,,,,,,
exp_clean/tok16,5,1552440208.562580,0,,,,,,,,
exp_clean/tok16,6,1552440209.562575,0,,,,,,,,
exp_clean/tok16,7,1552440210.562518,0,,,,,,,,
exp_clean/tok16,8,1552440211.562545,0,,,,,,,,
exp_clean/tok16,9,1552440212.562541,0,,,,,,,,
exp_clean/tok16,10,1552440213.562524,0,,,,,,,,
exp_clean/tok16,11,1552440214.562543,0,,,,,,,,
exp_clean/tok32,0,1552440203.562534,0,,,,,,,,
exp_clean/tok32,1,1552440204.562527,0,,,,,,,,
exp_clean/tok32,2,1552440205.562555,0,,,,,,,,
exp_clean/tok32,3,1552440206.562295,0,,,,,,,,
exp_clean/tok32,4,1552440207.562568,0,,,,,,,,
exp_clean/tok32,5,1552440208.562580,0,,,,,,,,
exp_clean/tok32,6,1552440209.562575,0,,,,,,,,
exp_clean/tok32,7,1552440210.562518,0,,,,,,,,
exp_clean/tok32,8,1552440211.562545,0,,,,,,,,
exp_clean/tok32,9,1552440212.562541,0,,,,,,,,
exp_clean/tok32,10,1552440213.562524,0,,,,,,,,
exp_clean/tok32,11,1552440214.562543,0,,,,,,,,
exp_clean/tok64,0,1552440203.562534,0,,,,,,,,
exp_clean/tok64,1,1552440204.562527,0,,,,,,,,
exp_clean/tok64,2,1552440205.562555,0,,,,,,,,
exp_clean/tok64,3,1552440206.562295,0,,,,,,,,
exp_clean/tok64,4,1552440207.562568,0,,,,,,,,
exp_clean/tok64,5,1552440208.562580,0,,,,,,,,
exp_clean/tok64,6,1552440209.562575,0,,,,,,,,
exp_clean/tok64,7,1552440210.562518,0,,,,,,,,
exp_clean/tok64,8,1552440211.562545,0,,,,,,,,
exp_clean/tok64,9,1552440212.562541,0,,,,,,,,
exp_clean/tok64,10,1552440213.562524,0,,,,,,,,
exp_clean/tok64,11,1552440214.562543,0,,,,,,,,
exp_eval/moving_diff2,0,1552440196.862068,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,16
exp_eval/moving_diff2,1,1552440197.261778,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,20
exp_eval/moving_diff2,2,1552440197.661538,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,24
exp_eval/moving_diff2,3,1552440198.061558,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,28
exp_eval/moving_diff2,4,1552440198.461682,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,32
exp_eval/moving_diff2,5,1552440198.861960,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,36
exp_eval/moving_diff2,6,1552440199.262213,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,40
exp_eval/moving_diff2,7,1552440199.662372,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,44
exp_eval/moving_diff2,8,1552440200.062459,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,48
exp_eval/moving_diff2,9,1552440200.462525,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,52
exp_eval/moving_diff2,10,1552440200.862590,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,56
exp_eval/moving_diff2,11,1552440201.262585,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,60
exp_eval/moving_diff2,12,1552440201.662519,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,64
exp_eval/moving_diff2,13,1552440202.062501,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,68
exp_eval/moving_diff2,14,1552440202.462481,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,72
exp_eval/moving_diff2,15,1552440202.862531,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,76
exp_eval/moving_diff2,16,1552440203.262548,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,80
exp_eval/moving_diff2,17,1552440203.662526,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,84
exp_eval/moving_diff2,18,1552440204.062537,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,88
exp_eval/moving_diff2,19,1552440204.462506,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,92
exp_eval/moving_diff2,20,1552440204.862543,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,96
exp_eval/moving_diff2,21,1552440205.262596,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,100
exp_eval/moving_diff2,22,1552440205.662536,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,104
exp_eval/moving_diff2,23,1552440206.062392,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,108
exp_eval/moving_diff2,24,1552440206.462312,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,112
exp_eval/moving_diff2,25,1552440206.862362,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,116
exp_eval/moving_diff2,26,1552440207.262465,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,120
exp_eval/moving_diff2,27,1552440207.662594,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,124
exp_eval/moving_diff2,28,1552440208.062640,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,128
exp_eval/moving_diff2,29,1552440208.462598,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,132
exp_eval/moving_diff2,30,1552440208.862579,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,136
exp_eval/moving_diff2,31,1552440209.262542,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,140
exp_eval/moving_diff2,32,1552440209.662565,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,144
exp_eval/moving_diff2,33,1552440210.062516,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,148
exp_eval/moving_diff2,34,1552440210.562518,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,153
exp_eval/moving_diff2,35,1552440210.962525,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,157
exp_eval/moving_diff2,36,1552440211.362542,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,161
exp_eval/moving_diff2,37,1552440211.762549,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,165
exp_eval/moving_diff2,38,1552440212.162565,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,169
exp_eval/moving_diff2,39,1552440212.562541,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,173
exp_eval/moving_diff2,40,1552440212.962514,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,177
exp_eval/moving_diff2,41,1552440213.362519,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,181
exp_eval/moving_diff2,42,1552440213.762531,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,185
exp_eval/moving_diff2,43,1552440214.162524,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,189
exp_eval/moving_diff2,44,1552440214.562543,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,193
exp_eval/moving_diff2,45,1552440214.962518,4,0.000000,0.000000,0.000000,0.000000,0.000000,4,12,197
frame_trace_0p1_loki,0,1552440202.862531,4,-0.400017,-0.400017,-0.400017,0.000000,0.000000,4,12,80
frame_trace_0p1_loki,1,1552440203.362569,4,-0.399980,-0.399980,-0.399980,0.000000,0.000000,4,12,85
frame_trace_0p1_loki,2,1552440203.762549,4,-0.400003,-0.400003,-0.400003,0.000000,0.000000,4,12,89
frame_trace_0p1_loki,3,1552440204.162552,4,-0.399975,-0.399975,-0.399975,0.000000,0.000000,4,12,93
frame_trace_0p1_loki,4,1552440204.562527,4,-0.400039,-0.400039,-0.400039,0.000000,0.000000,4,12,97
frame_trace_0p1_loki,5,1552440205.062588,4,-0.399979,-0.399979,-0.399979,0.000000,0.000000,4,12,102
frame_trace_0p1_loki,6,1552440205.562555,4,-0.399864,-0.399864,-0.399864,0.000000,0.000000,4,12,107
frame_trace_0p1_loki,7,1552440205.962419,4,-0.399875,-0.399875,-0.399875,0.000000,0.000000,4,12,111
frame_trace_0p1_loki,8,1552440206.362294,4,-0.400050,-0.400050,-0.400050,0.000000,0.000000,4,12,115
frame_trace_0p1_loki,9,1552440206.762344,4,-0.400097,-0.400097,-0.400097,0.000000,0.000000,4,12,119
frame_trace_0p1_loki,10,1552440207.262465,4,-0.400129,-0.400129,-0.400129,0.000000,0.000000,4,12,124
frame_trace_0p1_loki,11,1552440207.662594,4,-0.400046,-0.400046,-0.400046,0.000000,0.000000,4,12,128
frame_trace_0p1_loki,12,1552440208.062640,4,-0.399958,-0.399958,-0.399958,0.000000,0.000000,4,12,132
frame_trace_0p1_loki,13,1552440208.462598,4,-0.399981,-0.399981,-0.399981,0.000000,0.000000,4,12,136
frame_trace_0p1_loki,14,1552440208.862579,4,-0.399963,-0.399963,-0.399963,0.000000,0.000000,4,12,140
frame_trace_0p1_loki,15,1552440209.262542,4,-0.400023,-0.400023,-0.400023,0.000000,0.000000,4,12,144
frame_trace_0p1_loki,16,1552440209.762556,4,-0.399955,-0.399955,-0.399955,0.000000,0.000000,4,12,149
frame_trace_0p1_loki,17,1552440210.162511,4,-0.400007,-0.400007,-0.400007,0.000000,0.000000,4,12,153
